pH_before,TDS_before,Turbidity_before,Temperature_before,Pressure_before,pH_after,TDS_after,Turbidity_after,Temperature_after,Efficiency,TDS_Reduction,Turbidity_Reduction,pH_Change,Water_Status,Membrane_Status
6.8,3348,12.28,17.9,2.82,6.96,683,2.44,17.1,79.6,2665,9.84,0.16,Acceptable,Needs Cleaning
8.32,2386,25.76,27.1,2.72,6.65,753,2.83,27,68.44,1633,22.93,-1.67,Acceptable,Needs Cleaning
7.2,4471,44.89,27,5.82,6.65,814,4.4,27.7,81.79,3657,40.49,-0.55,Poor,Needs Cleaning
8.59,1510,33.86,20.8,5.46,7.2,159,3.06,20.3,89.47,1351,30.8,-1.39,Poor,Healthy
8.76,763,13.19,23.4,4.9,7.01,56,3.28,22.7,92.66,707,9.91,-1.75,Poor,Healthy
6.54,2452,36.97,37,5.35,6.72,351,5.37,37.3,85.69,2101,31.6,0.18,Poor,Healthy
8.71,839,22,20.2,1.4,7.21,546,2.89,19.4,34.92,293,19.11,-1.5,Acceptable,Replace
8.34,3417,2.68,18.6,2.71,6.92,2125,0.27,17.8,37.81,1292,2.41,-1.42,Poor,Replace
8.33,3324,46.27,27,5.7,6.9,1908,11.33,27.5,42.6,1416,34.94,-1.43,Poor,Replace
8.37,4570,35.42,20,2.09,7.4,2254,2.02,19.6,50.68,2316,33.4,-0.97,Poor,Replace
7.41,2094,34.82,18.6,5.15,7.15,157,3.29,18.9,92.5,1937,31.53,-0.26,Poor,Healthy
6.77,3182,6.03,17.1,3.52,6.88,1170,1.25,17.4,63.23,2012,4.78,0.11,Poor,Needs Cleaning
8.02,1343,30.24,34.3,1.46,7.21,173,3.83,34.5,87.12,1170,26.41,-0.81,Poor,Healthy
7.97,4574,2.37,27.8,2.8,7.34,601,0.42,28.5,86.86,3973,1.95,-0.63,Acceptable,Healthy
8.64,1035,44.83,27.2,4.7,7.1,561,4.83,26.5,45.8,474,40,-1.54,Poor,Replace
7.94,1923,29.81,34.5,3.95,7.36,157,3.75,34.7,91.84,1766,26.06,-0.58,Poor,Healthy
6.6,2606,38.38,39.1,5.67,7.15,569,2.09,40,78.17,2037,36.29,0.55,Acceptable,Needs Cleaning
8.2,2376,35.16,36.9,1.46,7.15,782,2.08,37.4,67.09,1594,33.08,-1.05,Acceptable,Needs Cleaning
8.79,4141,45.49,29.3,2.98,6.79,438,7.28,28.5,89.42,3703,38.21,-2,Poor,Healthy
7.97,3370,11.27,27.3,1.02,6.6,444,0.6,27.5,86.82,2926,10.67,-1.37,Excellent,Healthy
7.25,2679,37.12,19.6,3.28,7.28,422,8.72,20.5,84.25,2257,28.4,0.03,Poor,Needs Cleaning
7.02,3723,17.45,39.3,5.06,7.01,543,3.97,38.3,85.41,3180,13.48,-0.01,Poor,Healthy
7.02,3186,22.78,15.4,3.8,7.37,1274,2.07,15.3,60.01,1912,20.71,0.35,Poor,Needs Cleaning
8.79,1177,1.61,36.4,1.39,7.3,140,0.22,35.8,88.11,1037,1.39,-1.49,Excellent,Healthy
8.59,3224,1.95,21.1,3.77,7.33,1691,0.48,21.9,47.55,1533,1.47,-1.26,Poor,Replace
6.88,2735,3.96,39,3.18,6.96,351,0.75,39.8,87.17,2384,3.21,0.08,Excellent,Healthy
7.53,4911,37.63,35.9,4.91,6.7,2768,6.32,35.7,43.64,2143,31.31,-0.83,Poor,Replace
6.92,3866,43.39,34.2,5.03,7,656,12.99,34.6,83.03,3210,30.4,0.08,Poor,Needs Cleaning
7.63,3424,43.39,22.2,1.16,6.98,1752,8.93,22.7,48.83,1672,34.46,-0.65,Poor,Replace
6.99,4022,42.14,27.3,1.15,6.99,612,8.37,27.6,84.78,3410,33.77,0,Poor,Needs Cleaning
8.28,611,27.21,15.6,4.89,7.3,327,2.79,16.4,46.48,284,24.42,-0.98,Acceptable,Replace
8.75,3784,2.94,17.8,5,7.47,741,0.17,17.6,80.42,3043,2.77,-1.28,Acceptable,Needs Cleaning
8.07,2948,34.88,38.5,4.05,6.68,167,7.97,39,94.34,2781,26.91,-1.39,Poor,Healthy
7.48,3740,10.8,31.2,5.01,6.78,1959,2.11,30.8,47.62,1781,8.69,-0.7,Poor,Replace
6.86,2384,11.02,38.2,3.27,7.43,1311,1,37.5,45.01,1073,10.02,0.57,Poor,Replace
7.51,1349,31.13,34.4,1.33,7.38,374,7.67,34.3,72.28,975,23.46,-0.13,Poor,Needs Cleaning
8.72,1614,3.27,20.3,5.36,6.78,404,0.7,19.9,74.97,1210,2.57,-1.94,Excellent,Needs Cleaning
6.82,807,4.45,25.5,2.87,6.82,256,0.56,26.4,68.28,551,3.89,0,Excellent,Needs Cleaning
7.05,3667,30.68,28.8,3.19,6.52,779,4.78,29,78.76,2888,25.9,-0.53,Poor,Needs Cleaning
7.96,3093,40.91,19.5,2.9,6.84,620,6.66,18.7,79.95,2473,34.25,-1.12,Poor,Needs Cleaning
7.43,1562,22.55,37.4,3.22,7.09,1017,6.07,38.3,34.89,545,16.48,-0.34,Poor,Replace
8.05,4857,11.12,20.6,1.2,7.37,1575,1.53,20.4,67.57,3282,9.59,-0.68,Poor,Needs Cleaning
7.89,3178,41.77,22.2,2.4,7.25,448,7.47,21.8,85.9,2730,34.3,-0.64,Poor,Healthy
7.94,4899,16.53,18.9,4.95,6.8,542,2.34,19.3,88.94,4357,14.19,-1.14,Acceptable,Healthy
8.77,800,24.28,34,4.23,7.07,266,3.44,34.4,66.75,534,20.84,-1.7,Poor,Needs Cleaning
8.44,3296,33.46,39.2,5.43,7.2,590,9.59,39.8,82.1,2706,23.87,-1.24,Poor,Needs Cleaning
7.95,1310,40.99,22.6,5.61,6.76,545,10.22,22.5,58.4,765,30.77,-1.19,Poor,Replace
8.04,846,5.8,19.5,1.46,6.88,76,1.4,18.8,91.02,770,4.4,-1.16,Acceptable,Healthy
8.51,4399,26.62,34.6,4.84,7.49,648,2.2,33.7,85.27,3751,24.42,-1.02,Acceptable,Healthy
7.41,1563,13.98,22.5,5.92,6.54,500,3.61,21.5,68.01,1063,10.37,-0.87,Poor,Needs Cleaning
8.7,1711,21.48,16.7,4.59,6.85,627,1.86,16.1,63.35,1084,19.62,-1.85,Acceptable,Needs Cleaning
8.51,3035,28.77,33.7,4.24,7.05,1207,6.28,34.4,60.23,1828,22.49,-1.46,Poor,Needs Cleaning
6.59,2400,26.54,26.8,2.81,7.2,319,4.25,27.7,86.71,2081,22.29,0.61,Poor,Healthy
6.7,770,49.38,31.5,1.64,7.19,419,12.55,31.8,45.58,351,36.83,0.49,Poor,Replace
7.32,3837,32.78,30.5,4.67,6.69,1601,4.81,29.9,58.27,2236,27.97,-0.63,Poor,Replace
7.05,1116,4.69,21.7,5.43,7.39,704,0.25,22.3,36.92,412,4.44,0.34,Acceptable,Replace
7.66,4063,42.03,23.9,5.03,7.2,930,9.4,23.8,77.11,3133,32.63,-0.46,Poor,Needs Cleaning
8.2,1691,22.3,27.8,3.08,7.36,198,3.81,28.7,88.29,1493,18.49,-0.84,Poor,Healthy
7.18,4557,3.01,33.6,1.87,6.52,414,0.16,34.4,90.92,4143,2.85,-0.66,Excellent,Healthy
7.64,2271,27.43,37.2,2.91,7.1,657,3.75,36.7,71.07,1614,23.68,-0.54,Poor,Needs Cleaning
6.75,4052,32.3,32,5.63,7.46,937,4.44,32.6,76.88,3115,27.86,0.71,Poor,Needs Cleaning
8.58,677,38.2,17.1,3.83,7.4,393,5.31,17.5,41.95,284,32.89,-1.18,Poor,Replace
6.83,4444,18.29,36.5,5.06,6.88,2974,1.61,37.3,33.08,1470,16.68,0.05,Poor,Replace
8.14,4587,12.25,38.6,4.56,6.84,265,0.72,39.5,94.22,4322,11.53,-1.3,Excellent,Healthy
7.57,4147,43.88,39.9,3.98,6.78,466,8.55,39.9,88.76,3681,35.33,-0.79,Poor,Healthy
7.43,4456,24.3,37.1,5.42,6.91,2222,3.69,36.4,50.13,2234,20.61,-0.52,Poor,Replace
8.04,4889,25.37,15.3,3.72,7.42,570,2,14.6,88.34,4319,23.37,-0.62,Acceptable,Healthy
8.47,2538,10.3,20,3.54,6.85,619,0.82,19.7,75.61,1919,9.48,-1.62,Acceptable,Needs Cleaning
7.62,4289,8.15,21.4,1.85,6.82,1195,0.7,21.5,72.14,3094,7.45,-0.8,Poor,Needs Cleaning
7.66,1677,37.3,36.9,4.6,7.08,629,9.39,37.5,62.49,1048,27.91,-0.58,Poor,Needs Cleaning
6.9,4541,24.42,16.4,3.26,7.11,926,5.87,16.9,79.61,3615,18.55,0.21,Poor,Needs Cleaning
6.74,3203,1.86,16.9,1.68,6.89,2149,0.29,17.4,32.91,1054,1.57,0.15,Poor,Replace
8.41,1720,19.13,16.2,3.99,7.23,945,5.6,16.6,45.06,775,13.53,-1.18,Poor,Replace
7.17,930,31.07,35.7,1.22,7.41,126,3.64,35.3,86.45,804,27.43,0.24,Poor,Healthy
7.35,3970,36.8,36.2,2.59,6.53,926,6.93,35.7,76.68,3044,29.87,-0.82,Poor,Needs Cleaning
8.2,2713,34.49,32.7,5.28,6.92,610,3.09,32.2,77.52,2103,31.4,-1.28,Poor,Needs Cleaning
7.46,3572,45.42,15.8,1.4,7.39,370,12.23,15.4,89.64,3202,33.19,-0.07,Poor,Healthy
6.81,1364,24.59,27.6,1.26,7.02,174,1.54,27.6,87.24,1190,23.05,0.21,Acceptable,Healthy
8.78,1566,13.38,25.5,3.6,7.11,514,2.28,26.2,67.18,1052,11.1,-1.67,Acceptable,Needs Cleaning
7.1,2388,16.29,30.7,2.48,6.76,1260,0.88,31,47.24,1128,15.41,-0.34,Poor,Replace
6.75,2548,12.7,18.2,1.71,7.4,1267,2.71,18.5,50.27,1281,9.99,0.65,Poor,Replace
7.27,4084,45.73,27.1,2.94,7.18,1026,8.12,26.7,74.88,3058,37.61,-0.09,Poor,Needs Cleaning
8.07,1346,15.82,38.8,5.68,7.22,811,1.08,39.1,39.75,535,14.74,-0.85,Acceptable,Replace
7.48,2366,28.35,34.4,3.79,7.24,504,6.78,35.1,78.7,1862,21.57,-0.24,Poor,Needs Cleaning
7.68,4752,26.45,20.8,4.69,7.17,1355,2.19,21.1,71.49,3397,24.26,-0.51,Poor,Needs Cleaning
7.23,3061,10.95,26.7,5.09,6.99,928,2.99,26.8,69.68,2133,7.96,-0.24,Acceptable,Needs Cleaning
6.77,3276,39.51,34.9,4.76,7.44,667,3.07,34,79.64,2609,36.44,0.67,Poor,Needs Cleaning
8.27,2578,29.57,20.5,5.22,6.55,1177,3.22,20,54.34,1401,26.35,-1.72,Poor,Replace
8.16,1413,47.96,31.2,3.57,7.12,198,8.17,31.2,85.99,1215,39.79,-1.04,Poor,Healthy
6.94,2064,41.34,31.8,5.61,6.61,1413,8.13,32.2,31.54,651,33.21,-0.33,Poor,Replace
7.04,4296,16.25,32,1.04,7.1,551,3.6,32.6,87.17,3745,12.65,0.06,Poor,Healthy
7.44,2776,22.76,31.7,2,7.21,246,4.36,32.2,91.14,2530,18.4,-0.23,Poor,Healthy
7.4,1891,13.22,20.4,5.5,6.61,107,2.97,20.4,94.34,1784,10.25,-0.79,Acceptable,Healthy
7.41,3218,47.73,34.3,3.3,7.46,188,13.51,33.6,94.16,3030,34.22,0.05,Poor,Healthy
8.21,2617,27.78,21.6,5.08,7.45,714,6.42,20.6,72.72,1903,21.36,-0.76,Poor,Needs Cleaning
7.02,2468,27.95,36.9,1.44,7.35,284,7.21,37.2,88.49,2184,20.74,0.33,Poor,Healthy
7.21,1821,36.67,39.1,1.09,6.65,717,9.7,39.8,60.63,1104,26.97,-0.56,Poor,Needs Cleaning
8.54,2190,48.57,16.7,4.26,7.47,1371,11.38,16.6,37.4,819,37.19,-1.07,Poor,Replace
8.39,4584,48.6,38.9,3.6,7.33,398,13.29,38.6,91.32,4186,35.31,-1.06,Poor,Healthy
7.8,2808,45.06,18.4,5.41,6.94,216,2.43,17.7,92.31,2592,42.63,-0.86,Acceptable,Healthy
8.61,2216,30.68,34.9,5,6.51,696,3.39,34.5,68.59,1520,27.29,-2.1,Poor,Needs Cleaning
8.54,3197,4.43,21.3,3.12,7.18,2054,0.23,22.3,35.75,1143,4.2,-1.36,Poor,Replace
7.15,3682,19.75,25.6,1.77,7.1,493,5.37,26,86.61,3189,14.38,-0.05,Poor,Healthy
7.54,3432,31.3,36.4,3.67,7.02,845,2.22,36.3,75.38,2587,29.08,-0.52,Acceptable,Needs Cleaning
7.22,1259,12.79,23.7,4.04,6.99,819,2.74,23.4,34.95,440,10.05,-0.23,Acceptable,Replace
7.98,3937,21.79,19.5,2.53,6.59,386,2.75,19,90.2,3551,19.04,-1.39,Acceptable,Healthy
6.78,4262,10.46,30.3,1.59,6.78,1456,1.83,30.6,65.84,2806,8.63,0,Poor,Needs Cleaning
6.66,2906,25.22,36.5,1.18,7.19,1583,3.29,37.1,45.53,1323,21.93,0.53,Poor,Replace
7.7,4260,10.56,17.2,3.23,7.16,599,0.88,17.6,85.94,3661,9.68,-0.54,Acceptable,Healthy
7.16,1111,22.95,19.6,4.66,6.6,647,3.68,20.5,41.76,464,19.27,-0.56,Poor,Replace
8.68,1666,12.58,33,3.88,7.4,390,2.28,32.8,76.59,1276,10.3,-1.28,Acceptable,Needs Cleaning
7.81,981,13.85,29.2,2.6,6.59,572,1.19,29.5,41.69,409,12.66,-1.22,Acceptable,Replace
8.68,2287,3.19,20.2,3.26,7.33,1003,0.75,19.3,56.14,1284,2.44,-1.35,Poor,Replace
8,984,37.1,18.6,4.6,6.83,178,6.61,19.5,81.91,806,30.49,-1.17,Poor,Needs Cleaning
7.53,1857,23,17.2,5.27,7.16,632,4.42,16.9,65.97,1225,18.58,-0.37,Poor,Needs Cleaning
8.74,1588,19.4,31.9,5.59,7.44,967,2.54,31.7,39.11,621,16.86,-1.3,Acceptable,Replace
7.47,3898,11.67,31.7,1.49,7.43,2181,3.26,32.3,44.05,1717,8.41,-0.04,Poor,Replace
8.48,4441,49.37,39.1,3.67,7.37,1905,10.55,38.4,57.1,2536,38.82,-1.11,Poor,Replace
7.12,997,40.99,23.1,1.67,6.92,380,4.02,22.4,61.89,617,36.97,-0.2,Poor,Needs Cleaning
7.74,4403,47.44,32.7,2.47,6.55,854,5.58,31.7,80.6,3549,41.86,-1.19,Poor,Needs Cleaning
7.04,621,29.23,39.2,5.46,7.46,400,2.98,38.6,35.59,221,26.25,0.42,Acceptable,Replace
8.75,4058,33.33,27.3,5.01,6.99,2759,6.06,27.1,32.01,1299,27.27,-1.76,Poor,Replace
7.41,2662,44.49,20.9,5.22,7.07,359,10.2,21.8,86.51,2303,34.29,-0.34,Poor,Healthy
7.6,2179,37.51,36.1,1.34,6.58,936,7.59,36.1,57.04,1243,29.92,-1.02,Poor,Replace
7.7,4298,32.27,39.5,2.72,7.42,423,9.52,39.3,90.16,3875,22.75,-0.28,Poor,Healthy
6.78,3831,8.38,38.4,1.01,7.34,219,0.48,38.5,94.28,3612,7.9,0.56,Excellent,Healthy
7.85,2493,45.2,24.5,2.27,6.51,623,7.02,24.1,75.01,1870,38.18,-1.34,Poor,Needs Cleaning
7.89,2786,7.83,23.5,2.9,6.6,1152,1.87,23.6,58.65,1634,5.96,-1.29,Poor,Replace
8.56,4253,34.41,39.7,4.46,6.61,1215,3.02,38.8,71.43,3038,31.39,-1.95,Poor,Needs Cleaning
6.77,2233,15.54,36.7,2.34,7.49,269,1.3,36.8,87.95,1964,14.24,0.72,Acceptable,Healthy
7.06,3640,19.58,33.7,1.62,6.8,256,1.65,34.2,92.97,3384,17.93,-0.26,Acceptable,Healthy
7.68,3074,15.97,31.5,1.08,7.11,260,1.92,30.9,91.54,2814,14.05,-0.57,Acceptable,Healthy
8.02,1283,28.04,34.1,4.03,6.57,68,6.22,33.2,94.7,1215,21.82,-1.45,Poor,Healthy
7.72,1037,6.14,35.7,4.25,6.93,111,1.61,36.6,89.3,926,4.53,-0.79,Acceptable,Healthy
7.69,3815,42.11,17.8,5.23,6.7,240,8.38,18.2,93.71,3575,33.73,-0.99,Poor,Healthy
8.65,3884,15.26,18.6,3.76,7.49,1439,3.58,19.3,62.95,2445,11.68,-1.16,Poor,Needs Cleaning
7.23,1767,49.03,36.2,1.04,7.12,515,12.38,35.9,70.85,1252,36.65,-0.11,Poor,Needs Cleaning
7,4956,45.79,20,5.18,7.36,2939,11.92,20.4,40.7,2017,33.87,0.36,Poor,Replace
7.16,2714,20.03,29.5,3.14,6.92,1469,5.31,29.5,45.87,1245,14.72,-0.24,Poor,Replace
6.55,3077,29.05,30.9,1.98,7.04,156,7.93,31.5,94.93,2921,21.12,0.49,Poor,Healthy
7.62,4180,11.94,23.9,5.95,6.66,1041,1.86,23.4,75.1,3139,10.08,-0.96,Poor,Needs Cleaning
8.04,4556,16.44,18.9,4.89,7.06,1966,2.28,19.8,56.85,2590,14.16,-0.98,Poor,Replace
8.47,2663,21.05,26.6,5.76,7.13,749,2.19,26.9,71.87,1914,18.86,-1.34,Acceptable,Needs Cleaning
7.33,2417,41.01,19.4,3.95,6.53,1557,5.72,19.7,35.58,860,35.29,-0.8,Poor,Replace
7.83,1469,10.16,24.8,2.42,6.76,749,3.03,24.1,49.01,720,7.13,-1.07,Poor,Replace
7.3,3918,44.96,20.4,5.15,7.16,1275,8.98,20.2,67.46,2643,35.98,-0.14,Poor,Needs Cleaning
8.2,1330,33.46,29.6,4.87,7.12,225,7.86,29.1,83.08,1105,25.6,-1.08,Poor,Needs Cleaning
8.61,4196,36.89,24.3,4.73,6.72,347,8.71,24.1,91.73,3849,28.18,-1.89,Poor,Healthy
8.46,3308,26.59,32.4,4.9,6.75,790,3.61,32.4,76.12,2518,22.98,-1.71,Poor,Needs Cleaning
8.31,1230,42.52,19.1,3.03,7,755,12.6,19.5,38.62,475,29.92,-1.31,Poor,Replace
8.05,2160,39.14,35,5.6,6.9,802,10.93,34,62.87,1358,28.21,-1.15,Poor,Needs Cleaning
7.12,3366,39.01,37,1.13,6.61,436,2.59,37.6,87.05,2930,36.42,-0.51,Acceptable,Healthy
6.8,4740,40.75,24.8,2.7,6.51,2732,10.83,24.7,42.36,2008,29.92,-0.29,Poor,Replace
8.66,4973,41.26,34.8,1.24,6.57,3471,8.12,35,30.2,1502,33.14,-2.09,Poor,Replace
8.78,1387,24.3,33.7,1.57,7.12,99,2.92,34.6,92.86,1288,21.38,-1.66,Acceptable,Healthy
6.84,4098,28.39,38.4,5.39,6.52,1700,2.95,37.9,58.52,2398,25.44,-0.32,Poor,Replace
7.26,2666,5.96,28.5,1.33,6.84,1266,1.12,29.2,52.51,1400,4.84,-0.42,Poor,Replace
7.37,3965,40.24,24.7,3.72,6.61,1093,8.09,23.9,72.43,2872,32.15,-0.76,Poor,Needs Cleaning
8.04,1365,31.46,21.4,1.21,7.41,268,8.26,22.3,80.37,1097,23.2,-0.63,Poor,Needs Cleaning
7.58,3141,42.53,16.5,3.71,7.17,1312,9.67,16.4,58.23,1829,32.86,-0.41,Poor,Replace
7.42,2005,31.77,19.5,2.17,7.32,1314,4.42,19.7,34.46,691,27.35,-0.1,Poor,Replace
8.42,1307,26.68,19.4,3.93,7.3,120,2.21,19.9,90.82,1187,24.47,-1.12,Acceptable,Healthy
8.52,1708,8.64,29.3,3.79,6.62,365,2.35,30.2,78.63,1343,6.29,-1.9,Acceptable,Needs Cleaning
7.41,1927,29.04,34.2,1.7,7.01,181,5.25,34.6,90.61,1746,23.79,-0.4,Poor,Healthy
7.65,2845,14.97,27.9,3.59,6.74,1890,1.89,27.2,33.57,955,13.08,-0.91,Poor,Replace
7.73,3076,6.6,21.5,1.33,6.57,310,0.61,20.5,89.92,2766,5.99,-1.16,Excellent,Healthy
6.58,2138,16.65,33.7,3.44,6.57,911,1.53,34,57.39,1227,15.12,-0.01,Acceptable,Replace
6.53,4239,1.37,38.2,2.32,7.12,749,0.24,38.6,82.33,3490,1.13,0.59,Acceptable,Needs Cleaning
8.78,2468,16.34,23.3,3.94,6.77,168,1.26,22.9,93.19,2300,15.08,-2.01,Acceptable,Healthy
6.9,3987,40.91,24.4,4.92,6.74,493,9.39,25.3,87.63,3494,31.52,-0.16,Poor,Healthy
7.16,3118,46.16,15.1,2.35,7.27,1049,11.26,15,66.36,2069,34.9,0.11,Poor,Needs Cleaning
8.23,827,10.93,25.7,2.9,6.92,73,3.07,26,91.17,754,7.86,-1.31,Poor,Healthy
7.63,1663,23.74,24.1,4.94,6.63,911,1.78,23.9,45.22,752,21.96,-1,Acceptable,Replace
6.82,806,45.81,33.3,4.01,7.49,404,6.37,34.1,49.88,402,39.44,0.67,Poor,Replace
8.23,3170,18.61,18.6,5.86,7.47,205,1.38,17.9,93.53,2965,17.23,-0.76,Acceptable,Healthy
7.14,759,37.06,18.8,5.09,7.06,420,9.48,18.1,44.66,339,27.58,-0.08,Poor,Replace
8.22,1006,44.5,16.3,1.32,6.68,394,3.92,15.6,60.83,612,40.58,-1.54,Poor,Needs Cleaning
8.33,4450,22.94,37.6,1.96,7.01,1387,4.96,36.6,68.83,3063,17.98,-1.32,Poor,Needs Cleaning
8.69,3802,16.73,39.8,2.48,6.59,1408,3.33,39,62.97,2394,13.4,-2.1,Poor,Needs Cleaning
7.4,4789,26.6,20.6,2.19,6.92,671,5.2,20.2,85.99,4118,21.4,-0.48,Poor,Healthy
6.97,3816,43.84,31.8,2.7,6.78,289,3.6,30.9,92.43,3527,40.24,-0.19,Poor,Healthy
7.83,2105,19.69,23.1,4.69,7.4,120,2.68,23.3,94.3,1985,17.01,-0.43,Acceptable,Healthy
8.3,4288,25.44,16.1,1.82,7.22,2330,2.3,17.1,45.66,1958,23.14,-1.08,Poor,Replace
8.22,2616,6.01,34.6,1.97,6.99,867,0.33,34.9,66.86,1749,5.68,-1.23,Acceptable,Needs Cleaning
7.94,1333,45.66,30.7,5.02,6.94,290,4.55,30.9,78.24,1043,41.11,-1,Poor,Needs Cleaning
7.31,2080,43.45,16.2,5.01,7.2,293,5.34,15.8,85.91,1787,38.11,-0.11,Poor,Healthy
7.6,2151,23.35,35.4,5.04,7.42,418,1.54,36.3,80.57,1733,21.81,-0.18,Acceptable,Needs Cleaning
8.31,1221,10.36,37,4.48,6.86,598,2.89,37.3,51.02,623,7.47,-1.45,Acceptable,Replace
7.27,2277,42.58,39.8,3.88,6.78,292,8.37,39.4,87.18,1985,34.21,-0.49,Poor,Healthy
6.85,3813,46.82,31.2,4,7,1687,9.72,31.6,55.76,2126,37.1,0.15,Poor,Replace
7.44,3185,39.06,21.8,5.61,6.78,470,5.5,21.2,85.24,2715,33.56,-0.66,Poor,Healthy
8.63,2884,10.15,37.6,4.47,6.57,210,1.95,37.2,92.72,2674,8.2,-2.06,Acceptable,Healthy
8.47,4484,12.54,23.4,3.5,6.52,916,1.5,22.6,79.57,3568,11.04,-1.95,Acceptable,Needs Cleaning
7.79,2029,14.04,39.8,4.41,6.88,947,0.83,40.7,53.33,1082,13.21,-0.91,Acceptable,Replace
8.14,1972,15.22,38.4,4.52,7.26,219,3.87,37.8,88.89,1753,11.35,-0.88,Poor,Healthy
6.92,3862,24.83,27.6,3.1,7.12,1486,2.33,28.5,61.52,2376,22.5,0.2,Poor,Needs Cleaning
8.05,3467,14.03,32.3,2.08,7.15,425,3.63,32.3,87.74,3042,10.4,-0.9,Poor,Healthy
8.5,3627,46.06,22.8,5.41,6.94,1001,13.38,23.8,72.4,2626,32.68,-1.56,Poor,Needs Cleaning
7.11,1526,10.18,15,1.84,6.81,536,0.62,15.9,64.88,990,9.56,-0.3,Acceptable,Needs Cleaning
7.23,883,49.39,25.6,4.8,6.64,284,13.61,25.8,67.84,599,35.78,-0.59,Poor,Needs Cleaning
8.12,4728,10.95,25.1,5.15,6.71,2984,0.82,25.1,36.89,1744,10.13,-1.41,Poor,Replace
6.51,3381,34.22,33.2,1.67,7.41,1977,2.23,33.2,41.53,1404,31.99,0.9,Poor,Replace
6.76,2903,10.43,23.5,5.45,6.95,1747,0.84,23.5,39.82,1156,9.59,0.19,Poor,Replace
8.75,3251,20.71,32.1,4.61,6.95,937,6.01,32.1,71.18,2314,14.7,-1.8,Poor,Needs Cleaning
8.19,3365,24.52,35.6,2.22,6.6,2138,4.45,36.1,36.46,1227,20.07,-1.59,Poor,Replace
7.64,1126,11.83,28.1,4.66,7.42,651,3.2,28,42.18,475,8.63,-0.22,Poor,Replace
6.84,3577,38.73,24.8,1.96,6.54,1440,2.88,24.4,59.74,2137,35.85,-0.3,Poor,Replace
8.03,1391,49.05,38.8,2.49,6.79,689,4.99,38,50.47,702,44.06,-1.24,Poor,Replace
7.24,1722,37.25,28,1.36,6.87,886,1.93,27.9,48.55,836,35.32,-0.37,Acceptable,Replace
8.77,2195,41.64,27,5.66,7.39,228,6.6,27,89.61,1967,35.04,-1.38,Poor,Healthy
8.19,3718,30.04,32.9,2.83,7.21,1773,7.1,32,52.31,1945,22.94,-0.98,Poor,Replace
8.27,1972,4.82,36.4,4.09,6.57,854,0.81,36.6,56.69,1118,4.01,-1.7,Acceptable,Replace
6.51,991,3.78,26.2,3.04,6.94,86,0.78,25.6,91.32,905,3,0.43,Excellent,Healthy
8.31,581,32.22,19.1,1.84,6.65,60,9.26,19.4,89.67,521,22.96,-1.66,Poor,Healthy
7.11,2666,43.08,36.1,2.56,7.44,214,5.91,36.6,91.97,2452,37.17,0.33,Poor,Healthy
7.5,1140,47.73,25.2,4.72,6.61,387,6.36,25,66.05,753,41.37,-0.89,Poor,Needs Cleaning
7.33,1897,6.25,38.3,4.8,6.78,917,0.33,38.2,51.66,980,5.92,-0.55,Acceptable,Replace
6.57,2199,40.61,29.9,5.1,7.42,485,4.53,28.9,77.94,1714,36.08,0.85,Poor,Needs Cleaning
8.63,2248,1.69,37.5,1.91,7.07,715,0.2,37.2,68.19,1533,1.49,-1.56,Acceptable,Needs Cleaning
8.5,4378,11.81,37.6,1.96,6.89,399,1.92,38.2,90.89,3979,9.89,-1.61,Acceptable,Healthy
6.79,1622,47.65,23.4,5.94,6.81,171,11.77,22.8,89.46,1451,35.88,0.02,Poor,Healthy
7.09,1901,25.39,19.7,2.9,7.3,108,2.41,20,94.32,1793,22.98,0.21,Acceptable,Healthy
6.76,986,25.26,29.2,4.21,6.84,97,2.77,29.3,90.16,889,22.49,0.08,Acceptable,Healthy
7.84,1250,1.85,19.9,5.26,7.15,809,0.36,20,35.28,441,1.49,-0.69,Acceptable,Replace
6.72,4976,7.69,32.6,4.81,6.69,796,1.89,33.2,84,4180,5.8,-0.03,Acceptable,Needs Cleaning
7.65,5000,30.54,31.1,2.7,7.23,1906,3.54,31.9,61.88,3094,27,-0.42,Poor,Needs Cleaning
7.32,3042,36.59,37.5,5.77,6.63,2114,9.12,38.2,30.51,928,27.47,-0.69,Poor,Replace
7.79,4021,48.21,17.4,1.79,6.99,572,11.22,16.6,85.77,3449,36.99,-0.8,Poor,Healthy
7.61,3376,9.51,23.1,3.86,7.05,188,1.53,22.3,94.43,3188,7.98,-0.56,Acceptable,Healthy
8.62,4432,48.21,19.5,1.32,6.56,1530,8.43,20.1,65.48,2902,39.78,-2.06,Poor,Needs Cleaning
8.22,2772,46.91,18.6,1.79,7.41,189,6.75,17.8,93.18,2583,40.16,-0.81,Poor,Healthy
7.81,2383,10.01,31.4,4.17,6.69,290,2.23,32.2,87.83,2093,7.78,-1.12,Acceptable,Healthy
8.58,4092,2.12,22.9,5.22,7.26,1070,0.62,22.5,73.85,3022,1.5,-1.32,Poor,Needs Cleaning
7.1,982,21.64,23.3,2.9,7.17,68,2.71,23.7,93.08,914,18.93,0.07,Acceptable,Healthy
6.95,2467,12.18,17.4,3.46,6.59,313,0.88,17.1,87.31,2154,11.3,-0.36,Excellent,Healthy
